date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:59:55	338662/338662	---MCZ	200	added ('OK')	text/html	date:Thu,%2025%20May%202023%2002:59:55%20GMT	https://furniturecollection.us/	C:/My%20Web%20Sites/Furniture%20Collection/furniturecollection.us/index.html	(from )
19:59:57	118/118	---MCZ	200	added ('OK')	text/plain	date:Thu,%2025%20May%202023%2002:59:57%20GMT	https://furniturecollection.us/robots.txt		(from )
20:00:01	108182/108182	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2025%20May%202023%2003:00:01%20GMT	https://furniturecollection.us/wp-content/themes/apar/fonts/icomoon.ttf	C:/My%20Web%20Sites/Furniture%20Collection/furniturecollection.us/wp-content/themes/apar/fonts/icomoon.ttf	(from https://furniturecollection.us/)
20:00:06	108182/108182	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2025%20May%202023%2003:00:06%20GMT	https://furniturecollection.us/o,baseURI	C:/My%20Web%20Sites/Furniture%20Collection/furniturecollection.us/o,baseURI	(from https://furniturecollection.us/)
20:00:10	108182/108182	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2025%20May%202023%2003:00:10%20GMT	https://furniturecollection.us/GET	C:/My%20Web%20Sites/Furniture%20Collection/furniturecollection.us/GET	(from https://furniturecollection.us/)
20:00:13	33372/33372	---MC-	200	added ('OK')	application/rss+xml	etag:%226c4c58e7267c688ee050b60ba2e2e94d%22	https://furniturecollection.us/feed/	C:/My%20Web%20Sites/Furniture%20Collection/furniturecollection.us/feed/index.html	(from https://furniturecollection.us/)
20:00:13	1091846/1091846	---MCZ	200	added ('OK')	application/json	date:Thu,%2025%20May%202023%2003:00:13%20GMT	https://furniturecollection.us/wp-json/	C:/My%20Web%20Sites/Furniture%20Collection/furniturecollection.us/wp-json/index.html	(from https://furniturecollection.us/)
20:00:14	69449/69449	---MCZ	200	added ('OK')	application/json	date:Thu,%2025%20May%202023%2003:00:14%20GMT	https://furniturecollection.us/wp-json/wp/v2/pages/14	C:/My%20Web%20Sites/Furniture%20Collection/furniturecollection.us/wp-json/wp/v2/pages/14.json	(from https://furniturecollection.us/)
20:00:14	108182/108182	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2025%20May%202023%2003:00:14%20GMT	https://furniturecollection.us/Edge/	C:/My%20Web%20Sites/Furniture%20Collection/furniturecollection.us/Edge/index.html	(from https://furniturecollection.us/)
20:00:16	846/846	---MCZ	200	added ('OK')	text/xml	date:Thu,%2025%20May%202023%2003:00:16%20GMT	https://furniturecollection.us/xmlrpc.php?rsd	C:/My%20Web%20Sites/Furniture%20Collection/furniturecollection.us/xmlrpc0db0.php	(from https://furniturecollection.us/)
20:00:16	1045/1045	---MCZ	200	added ('OK')	application/xml	date:Thu,%2004%20Oct%202018%2002:21:49%20GMT	https://furniturecollection.us/wp-includes/wlwmanifest.xml	C:/My%20Web%20Sites/Furniture%20Collection/furniturecollection.us/wp-includes/wlwmanifest.xml	(from https://furniturecollection.us/)
20:00:19	2351/2351	---MCZ	200	added ('OK')	application/json	date:Thu,%2025%20May%202023%2003:00:19%20GMT	https://furniturecollection.us/wp-json/oembed/1.0/embed?url=https%3A%2F%2Ffurniturecollection.us%2F	C:/My%20Web%20Sites/Furniture%20Collection/furniturecollection.us/wp-json/oembed/1.0/embed10d2.json	(from https://furniturecollection.us/)
20:00:21	2405/2405	---MCZ	200	added ('OK')	text/xml	date:Thu,%2025%20May%202023%2003:00:21%20GMT	https://furniturecollection.us/wp-json/oembed/1.0/embed?url=https%3A%2F%2Ffurniturecollection.us%2F&format=xml	C:/My%20Web%20Sites/Furniture%20Collection/furniturecollection.us/wp-json/oembed/1.0/embedbb68	(from https://furniturecollection.us/)
20:00:22	948/948	---M--	200	added ('OK')	image/jpeg	etag:%226465454f-43e%22	https://cdn-jabdl.nitrocdn.com/eouPtHQIIvNdxQebniYPbrcuWAorpzFr/assets/images/optimized/wp-content/uploads/2019/04/cbb2c02ed2a3ebd375f2d971b2c35b77.cropped-FC-Gold-32x32.jpg	C:/My%20Web%20Sites/Furniture%20Collection/cdn-jabdl.nitrocdn.com/eouPtHQIIvNdxQebniYPbrcuWAorpzFr/assets/images/optimized/wp-content/uploads/2019/04/cbb2c02ed2a3ebd375f2d971b2c35b77.cropped-FC-Gold-32x32.jpg	(from https://furniturecollection.us/)
20:00:22	7847/7847	---M--	200	added ('OK')	image/jpeg	etag:%226465454f-1f33%22	https://cdn-jabdl.nitrocdn.com/eouPtHQIIvNdxQebniYPbrcuWAorpzFr/assets/images/optimized/wp-content/uploads/2019/04/c5ddafee615c01003fddf4702dacc07c.cropped-FC-Gold-192x192.jpg	C:/My%20Web%20Sites/Furniture%20Collection/cdn-jabdl.nitrocdn.com/eouPtHQIIvNdxQebniYPbrcuWAorpzFr/assets/images/optimized/wp-content/uploads/2019/04/c5ddafee615c01003fddf4702dacc07c.cropped-FC-Gold-192x192.jpg	(from https://furniturecollection.us/)
20:00:22	7091/7091	---M--	200	added ('OK')	image/jpeg	etag:%226465454f-1c3f%22	https://cdn-jabdl.nitrocdn.com/eouPtHQIIvNdxQebniYPbrcuWAorpzFr/assets/images/optimized/wp-content/uploads/2019/04/d85cd93976e20d6b3323ac1728de6d6d.cropped-FC-Gold-180x180.jpg	C:/My%20Web%20Sites/Furniture%20Collection/cdn-jabdl.nitrocdn.com/eouPtHQIIvNdxQebniYPbrcuWAorpzFr/assets/images/optimized/wp-content/uploads/2019/04/d85cd93976e20d6b3323ac1728de6d6d.cropped-FC-Gold-180x180.jpg	(from https://furniturecollection.us/)
20:00:25	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2025%20May%202023%2003:00:25%20GMT	https://furniturecollection.us/e	C:/My%20Web%20Sites/Furniture%20Collection/furniturecollection.us/e	(from https://furniturecollection.us/)
20:00:26	690798/690798	---M--	200	added ('OK')	image/jpeg	etag:%2264654556-a8af2%22	https://cdn-jabdl.nitrocdn.com/eouPtHQIIvNdxQebniYPbrcuWAorpzFr/assets/images/optimized/wp-content/uploads/2018/09/cc0ce1d7824669700a64f26c7666e182.Group-16-scaled.jpg	C:/My%20Web%20Sites/Furniture%20Collection/cdn-jabdl.nitrocdn.com/eouPtHQIIvNdxQebniYPbrcuWAorpzFr/assets/images/optimized/wp-content/uploads/2018/09/cc0ce1d7824669700a64f26c7666e182.Group-16-scaled.jpg	(from https://furniturecollection.us/)
20:00:26	288303/288303	---MCZ	200	added ('OK')	text/html	date:Thu,%2025%20May%202023%2003:00:26%20GMT	https://furniturecollection.us/about-us-2/	C:/My%20Web%20Sites/Furniture%20Collection/furniturecollection.us/about-us-2/index.html	(from https://furniturecollection.us/)
20:00:27	311785/311785	---MCZ	200	added ('OK')	text/html	date:Thu,%2025%20May%202023%2003:00:27%20GMT	https://furniturecollection.us/our-collection/	C:/My%20Web%20Sites/Furniture%20Collection/furniturecollection.us/our-collection/index.html	(from https://furniturecollection.us/)
20:00:28	425807/425807	---MCZ	200	added ('OK')	text/html	date:Thu,%2025%20May%202023%2003:00:27%20GMT	https://furniturecollection.us/best-sellers/	C:/My%20Web%20Sites/Furniture%20Collection/furniturecollection.us/best-sellers/index.html	(from https://furniturecollection.us/)
20:00:28	275663/275663	---MCZ	200	added ('OK')	text/html	date:Thu,%2025%20May%202023%2003:00:27%20GMT	https://furniturecollection.us/my-wish-list/	C:/My%20Web%20Sites/Furniture%20Collection/furniturecollection.us/my-wish-list/index.html	(from https://furniturecollection.us/)
20:00:28	316790/316790	---MCZ	200	added ('OK')	text/html	date:Thu,%2025%20May%202023%2003:00:28%20GMT	https://furniturecollection.us/contact/	C:/My%20Web%20Sites/Furniture%20Collection/furniturecollection.us/contact/index.html	(from https://furniturecollection.us/)
20:00:28	328616/328616	---MCZ	200	added ('OK')	text/html	date:Thu,%2025%20May%202023%2003:00:28%20GMT	https://furniturecollection.us/product/shawl-dining-room-set/	C:/My%20Web%20Sites/Furniture%20Collection/furniturecollection.us/product/shawl-dining-room-set/index.html	(from https://furniturecollection.us/)
20:00:29	333753/333753	---MCZ	200	added ('OK')	text/html	date:Thu,%2025%20May%202023%2003:00:29%20GMT	https://furniturecollection.us/product/glory-dining-room-set/	C:/My%20Web%20Sites/Furniture%20Collection/furniturecollection.us/product/glory-dining-room-set/index.html	(from https://furniturecollection.us/)
20:00:29	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2025%20May%202023%2003:00:29%20GMT	https://furniturecollection.us/%22data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAAAICTAEAOw==%22	C:/My%20Web%20Sites/Furniture%20Collection/furniturecollection.us/_data_image/gif;base64,R0lGODlhAQABAIABAAAAAP/yH5BAEAAAEALAAAAAABAAEAAAICTAEAOw==_.d.delayed	(from https://furniturecollection.us/)
20:00:30	122054/122054	---MCZ	200	added ('OK')	text/html	date:Thu,%2025%20May%202023%2003:00:29%20GMT	https://furniturecollection.us/enquiry-cart/	C:/My%20Web%20Sites/Furniture%20Collection/furniturecollection.us/enquiry-cart/index.html	(from https://furniturecollection.us/)
20:00:33	146454/146454	---MCZ	200	added ('OK')	text/html	date:Thu,%2025%20May%202023%2003:00:32%20GMT	https://furniturecollection.us/product/mustang-dining-room-set/	C:/My%20Web%20Sites/Furniture%20Collection/furniturecollection.us/product/mustang-dining-room-set/index.html	(from https://furniturecollection.us/)
20:00:33	336112/336112	---MCZ	200	added ('OK')	text/html	date:Thu,%2025%20May%202023%2003:00:33%20GMT	https://furniturecollection.us/product/mustang-sofa-set/	C:/My%20Web%20Sites/Furniture%20Collection/furniturecollection.us/product/mustang-sofa-set/index.html	(from https://furniturecollection.us/)
20:00:34	337417/337417	---MCZ	200	added ('OK')	text/html	date:Thu,%2025%20May%202023%2003:00:33%20GMT	https://furniturecollection.us/product/glory-sofa-set/	C:/My%20Web%20Sites/Furniture%20Collection/furniturecollection.us/product/glory-sofa-set/index.html	(from https://furniturecollection.us/)
20:00:34	147406/147406	---MCZ	200	added ('OK')	text/html	date:Thu,%2025%20May%202023%2003:00:33%20GMT	https://furniturecollection.us/product/bendy-dining-room-set/	C:/My%20Web%20Sites/Furniture%20Collection/furniturecollection.us/product/bendy-dining-room-set/index.html	(from https://furniturecollection.us/)
20:00:34	148095/148095	---MCZ	200	added ('OK')	text/html	date:Thu,%2025%20May%202023%2003:00:33%20GMT	https://furniturecollection.us/product/shawl-sofa-set/	C:/My%20Web%20Sites/Furniture%20Collection/furniturecollection.us/product/shawl-sofa-set/index.html	(from https://furniturecollection.us/)
20:00:34	108182/108182	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2025%20May%202023%2003:00:34%20GMT	https://furniturecollection.us/%22data:image/gif;base64,R0lGODlhAQABAIABAAAAAP/yH5BAEAAAEALAAAAAABAAEAAAICTAEAOw==	C:/My%20Web%20Sites/Furniture%20Collection/furniturecollection.us/_data_image/gif;base64,R0lGODlhAQABAIABAAAAAP/yH5BAEAAAEALAAAAAABAAEAAAICTAEAOw==	(from https://furniturecollection.us/)
20:00:35	312844/312844	---MCZ	200	added ('OK')	text/html	date:Thu,%2025%20May%202023%2003:00:35%20GMT	https://furniturecollection.us/product-category/transitional_living_room_furniture/	C:/My%20Web%20Sites/Furniture%20Collection/furniturecollection.us/product-category/transitional_living_room_furniture/index.html	(from https://furniturecollection.us/)
20:00:35	335471/335471	---MCZ	200	added ('OK')	text/html	date:Thu,%2025%20May%202023%2003:00:35%20GMT	https://furniturecollection.us/product-category/luxury_living_room_furniture/	C:/My%20Web%20Sites/Furniture%20Collection/furniturecollection.us/product-category/luxury_living_room_furniture/index.html	(from https://furniturecollection.us/)
20:00:37	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2025%20May%202023%2003:00:37%20GMT	https://furniturecollection.us/product-category/chandeliers	C:/My%20Web%20Sites/Furniture%20Collection/furniturecollection.us/product-category/chandeliers	(from https://furniturecollection.us/)
20:00:42	147545/147545	---MCZ	200	added ('OK')	text/html	date:Thu,%2025%20May%202023%2003:00:38%20GMT	https://furniturecollection.us/product/bendy-sofa-set/	C:/My%20Web%20Sites/Furniture%20Collection/furniturecollection.us/product/bendy-sofa-set/index.html	(from https://furniturecollection.us/)
20:00:42	150396/150396	---MCZ	200	added ('OK')	text/html	date:Thu,%2025%20May%202023%2003:00:39%20GMT	https://furniturecollection.us/product-category/luxry-dining-room-furniture/	C:/My%20Web%20Sites/Furniture%20Collection/furniturecollection.us/product-category/luxry-dining-room-furniture/index.html	(from https://furniturecollection.us/)
20:00:42	144190/144190	---MCZ	200	added ('OK')	text/html	date:Thu,%2025%20May%202023%2003:00:39%20GMT	https://furniturecollection.us/product-category/modern-dining-room-furniture/	C:/My%20Web%20Sites/Furniture%20Collection/furniturecollection.us/product-category/modern-dining-room-furniture/index.html	(from https://furniturecollection.us/)
20:00:43	325403/325403	---MCZ	200	added ('OK')	text/html	date:Thu,%2025%20May%202023%2003:00:38%20GMT	https://furniturecollection.us/product-category/modern_living_room_furniture/	C:/My%20Web%20Sites/Furniture%20Collection/furniturecollection.us/product-category/modern_living_room_furniture/index.html	(from https://furniturecollection.us/)
20:00:43	4724/4724	---MCZ	200	added ('OK')	text/html	date:Thu,%2025%20May%202023%2003:00:42%20GMT	https://furniturecollection.us/cdn-cgi/l/email-protection	C:/My%20Web%20Sites/Furniture%20Collection/furniturecollection.us/cdn-cgi/l/email-protection.html	(from https://furniturecollection.us/)
20:00:43	274993/274993	---MCZ	200	added ('OK')	text/html	date:Thu,%2025%20May%202023%2003:00:42%20GMT	https://furniturecollection.us/product-category/bar-furniture/	C:/My%20Web%20Sites/Furniture%20Collection/furniturecollection.us/product-category/bar-furniture/index.html	(from https://furniturecollection.us/)
20:00:43	338523/338523	---MCZ	200	added ('OK')	text/html	date:Thu,%2025%20May%202023%2003:00:43%20GMT	https://furniturecollection.us/product-category/accent-pieces/	C:/My%20Web%20Sites/Furniture%20Collection/furniturecollection.us/product-category/accent-pieces/index.html	(from https://furniturecollection.us/)
20:00:46	138671/138671	---MCZ	200	added ('OK')	text/html	date:Thu,%2025%20May%202023%2003:00:46%20GMT	https://furniturecollection.us/product-category/office_furniture/	C:/My%20Web%20Sites/Furniture%20Collection/furniturecollection.us/product-category/office_furniture/index.html	(from https://furniturecollection.us/)
20:00:46	108182/108182	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2025%20May%202023%2003:00:46%20GMT	https://furniturecollection.us/POST	C:/My%20Web%20Sites/Furniture%20Collection/furniturecollection.us/POST	(from https://furniturecollection.us/)
20:00:50	89815/89815	---MCZ	200	added ('OK')	application/javascript	etag:W/%226465454f-15f66%22	https://cdn-jabdl.nitrocdn.com/eouPtHQIIvNdxQebniYPbrcuWAorpzFr/assets/static/optimized/wp-includes/js/jquery/nitro-min-b3d4b9ba2610c55cdb90c97133dd0e9a.jquery.min.js	C:/My%20Web%20Sites/Furniture%20Collection/cdn-jabdl.nitrocdn.com/eouPtHQIIvNdxQebniYPbrcuWAorpzFr/assets/static/optimized/wp-includes/js/jquery/nitro-min-b3d4b9ba2610c55cdb90c97133dd0e9a.jquery.min.js	(from https://furniturecollection.us/)
20:00:50	142920/142920	---MCZ	200	added ('OK')	text/html	date:Thu,%2025%20May%202023%2003:00:47%20GMT	https://furniturecollection.us/product-category/chandeliers/	C:/My%20Web%20Sites/Furniture%20Collection/furniturecollection.us/product-category/chandeliers/index.html	(from https://furniturecollection.us/)
20:00:50	149702/149702	---MCZ	200	added ('OK')	text/html	date:Thu,%2025%20May%202023%2003:00:47%20GMT	https://furniturecollection.us/product-category/floor-lamps/	C:/My%20Web%20Sites/Furniture%20Collection/furniturecollection.us/product-category/floor-lamps/index.html	(from https://furniturecollection.us/)
20:00:51	342150/342150	---MCZ	200	added ('OK')	text/html	date:Thu,%2025%20May%202023%2003:00:47%20GMT	https://furniturecollection.us/shop/	C:/My%20Web%20Sites/Furniture%20Collection/furniturecollection.us/shop/index.html	(from https://furniturecollection.us/)
20:00:51	13424/13424	---MCZ	200	added ('OK')	application/javascript	etag:W/%226465454f-3507%22	https://cdn-jabdl.nitrocdn.com/eouPtHQIIvNdxQebniYPbrcuWAorpzFr/assets/static/optimized/wp-includes/js/jquery/nitro-min-8d58cb3decf7a524168983be6b2fe60e.jquery-migrate.min.js	C:/My%20Web%20Sites/Furniture%20Collection/cdn-jabdl.nitrocdn.com/eouPtHQIIvNdxQebniYPbrcuWAorpzFr/assets/static/optimized/wp-includes/js/jquery/nitro-min-8d58cb3decf7a524168983be6b2fe60e.jquery-migrate.min.js	(from https://furniturecollection.us/)
20:00:51	281202/281202	---MCZ	200	added ('OK')	text/html	date:Thu,%2025%20May%202023%2003:00:51%20GMT	https://furniturecollection.us/privacy-policy-2/	C:/My%20Web%20Sites/Furniture%20Collection/furniturecollection.us/privacy-policy-2/index.html	(from https://furniturecollection.us/)
20:00:51	1239/1239	---MCZ	200	added ('OK')	application/javascript	etag:W/%226465454f-577%22	https://cdn-jabdl.nitrocdn.com/eouPtHQIIvNdxQebniYPbrcuWAorpzFr/assets/static/optimized/cdn-cgi/scripts/5c5dd728/cloudflare-static/nitro-min-ca816da60efc45be5a454def89d2c601.email-decode.min.js	C:/My%20Web%20Sites/Furniture%20Collection/cdn-jabdl.nitrocdn.com/eouPtHQIIvNdxQebniYPbrcuWAorpzFr/assets/static/optimized/cdn-cgi/scripts/5c5dd728/cloudflare-static/nitro-min-ca816da60efc45be5a454def89d2c601.email-decode.min.js	(from https://furniturecollection.us/)
20:00:51	3029/3029	---MCZ	200	added ('OK')	application/javascript	etag:W/%226465454f-c85%22	https://cdn-jabdl.nitrocdn.com/eouPtHQIIvNdxQebniYPbrcuWAorpzFr/assets/static/optimized/wp-content/plugins/woocommerce/assets/js/frontend/nitro-min-263b6f05698f276fd78be032940c3935.add-to-cart.min.js	C:/My%20Web%20Sites/Furniture%20Collection/cdn-jabdl.nitrocdn.com/eouPtHQIIvNdxQebniYPbrcuWAorpzFr/assets/static/optimized/wp-content/plugins/woocommerce/assets/js/frontend/nitro-min-263b6f05698f276fd78be032940c3935.add-to-cart.min.js	(from https://furniturecollection.us/)
20:00:52	1834/1834	---MCZ	200	added ('OK')	application/javascript	etag:W/%226465454f-7e2%22	https://cdn-jabdl.nitrocdn.com/eouPtHQIIvNdxQebniYPbrcuWAorpzFr/assets/static/optimized/wp-content/plugins/woocommerce/assets/js/js-cookie/nitro-min-32da6082be80ca14765251242ca1fb4f.js.cookie.min.js	C:/My%20Web%20Sites/Furniture%20Collection/cdn-jabdl.nitrocdn.com/eouPtHQIIvNdxQebniYPbrcuWAorpzFr/assets/static/optimized/wp-content/plugins/woocommerce/assets/js/js-cookie/nitro-min-32da6082be80ca14765251242ca1fb4f.js.cookie.min.js	(from https://furniturecollection.us/)
20:00:52	2139/2139	---MCZ	200	added ('OK')	application/javascript	etag:W/%226465454f-90b%22	https://cdn-jabdl.nitrocdn.com/eouPtHQIIvNdxQebniYPbrcuWAorpzFr/assets/static/optimized/wp-content/plugins/woocommerce/assets/js/frontend/nitro-min-41bd82cf3d60e7f8e5589a1b84ca8272.woocommerce.min.js	C:/My%20Web%20Sites/Furniture%20Collection/cdn-jabdl.nitrocdn.com/eouPtHQIIvNdxQebniYPbrcuWAorpzFr/assets/static/optimized/wp-content/plugins/woocommerce/assets/js/frontend/nitro-min-41bd82cf3d60e7f8e5589a1b84ca8272.woocommerce.min.js	(from https://furniturecollection.us/)
20:00:52	9505/9505	---MCZ	200	added ('OK')	application/javascript	etag:W/%226465454f-25e3%22	https://cdn-jabdl.nitrocdn.com/eouPtHQIIvNdxQebniYPbrcuWAorpzFr/assets/static/optimized/wp-content/plugins/woocommerce/assets/js/jquery-blockui/nitro-min-d8bdba7a6a5c3ec63d6e3f575b4d1275.jquery.blockUI.min.js	C:/My%20Web%20Sites/Furniture%20Collection/cdn-jabdl.nitrocdn.com/eouPtHQIIvNdxQebniYPbrcuWAorpzFr/assets/static/optimized/wp-content/plugins/woocommerce/assets/js/jquery-blockui/nitro-min-d8bdba7a6a5c3ec63d6e3f575b4d1275.jquery.blockUI.min.1	(from https://furniturecollection.us/)
20:00:52	26330/26330	---MCZ	200	added ('OK')	application/javascript	etag:W/%226465454f-6788%22	https://cdn-jabdl.nitrocdn.com/eouPtHQIIvNdxQebniYPbrcuWAorpzFr/assets/static/optimized/wp-content/plugins/ti-woocommerce-wishlist/assets/js/nitro-min-50f38d12e17612dbab00c243d2047a07.public.min.js	C:/My%20Web%20Sites/Furniture%20Collection/cdn-jabdl.nitrocdn.com/eouPtHQIIvNdxQebniYPbrcuWAorpzFr/assets/static/optimized/wp-content/plugins/ti-woocommerce-wishlist/assets/js/nitro-min-50f38d12e17612dbab00c243d2047a07.public.min.js	(from https://furniturecollection.us/)
20:00:52	31750/31750	---MCZ	200	added ('OK')	application/javascript	etag:W/%226465454f-7c98%22	https://cdn-jabdl.nitrocdn.com/eouPtHQIIvNdxQebniYPbrcuWAorpzFr/assets/static/optimized/wp-content/themes/apar/js/nitro-min-807841900dd50bfe1671f0da2135b0e9.tiny-slider.js	C:/My%20Web%20Sites/Furniture%20Collection/cdn-jabdl.nitrocdn.com/eouPtHQIIvNdxQebniYPbrcuWAorpzFr/assets/static/optimized/wp-content/themes/apar/js/nitro-min-807841900dd50bfe1671f0da2135b0e9.tiny-slider.js	(from https://furniturecollection.us/)
20:00:53	18833/18833	---MCZ	200	added ('OK')	application/javascript	etag:W/%226465454f-4a1e%22	https://cdn-jabdl.nitrocdn.com/eouPtHQIIvNdxQebniYPbrcuWAorpzFr/assets/static/optimized/wp-includes/js/nitro-min-be8044c68309e42fb832016a6ec30f9a.underscore.min.js	C:/My%20Web%20Sites/Furniture%20Collection/cdn-jabdl.nitrocdn.com/eouPtHQIIvNdxQebniYPbrcuWAorpzFr/assets/static/optimized/wp-includes/js/nitro-min-be8044c68309e42fb832016a6ec30f9a.underscore.min.js	(from https://furniturecollection.us/)
20:00:53	2938/2938	---MCZ	200	added ('OK')	application/javascript	etag:W/%226465454f-c2d%22	https://cdn-jabdl.nitrocdn.com/eouPtHQIIvNdxQebniYPbrcuWAorpzFr/assets/static/optimized/wp-content/plugins/woocommerce/assets/js/frontend/nitro-min-7ecbc24b224700ce05136a3f640c131e.cart-fragments.min.js	C:/My%20Web%20Sites/Furniture%20Collection/cdn-jabdl.nitrocdn.com/eouPtHQIIvNdxQebniYPbrcuWAorpzFr/assets/static/optimized/wp-content/plugins/woocommerce/assets/js/frontend/nitro-min-7ecbc24b224700ce05136a3f640c131e.cart-fragments.min.19.dela	(from https://furniturecollection.us/)
20:00:53	1426/1426	---MCZ	200	added ('OK')	application/javascript	etag:W/%226465454f-61b%22	https://cdn-jabdl.nitrocdn.com/eouPtHQIIvNdxQebniYPbrcuWAorpzFr/assets/static/optimized/wp-includes/js/nitro-min-8bb9309f2a8ca27dcc67d84a12cee4d9.wp-util.min.js	C:/My%20Web%20Sites/Furniture%20Collection/cdn-jabdl.nitrocdn.com/eouPtHQIIvNdxQebniYPbrcuWAorpzFr/assets/static/optimized/wp-includes/js/nitro-min-8bb9309f2a8ca27dcc67d84a12cee4d9.wp-util.min.js	(from https://furniturecollection.us/)
20:00:53	5761/5761	---MCZ	200	added ('OK')	application/javascript	etag:W/%226465454f-1716%22	https://cdn-jabdl.nitrocdn.com/eouPtHQIIvNdxQebniYPbrcuWAorpzFr/assets/static/optimized/wp-content/themes/apar/js/nitro-min-edbe248d381067fdee1ffeecc469223e.product-images.js	C:/My%20Web%20Sites/Furniture%20Collection/cdn-jabdl.nitrocdn.com/eouPtHQIIvNdxQebniYPbrcuWAorpzFr/assets/static/optimized/wp-content/themes/apar/js/nitro-min-edbe248d381067fdee1ffeecc469223e.product-images.js	(from https://furniturecollection.us/)
20:00:53	83850/83850	---MCZ	200	added ('OK')	application/javascript	etag:W/%226465454f-14821%22	https://cdn-jabdl.nitrocdn.com/eouPtHQIIvNdxQebniYPbrcuWAorpzFr/assets/static/optimized/wp-content/themes/apar/js/nitro-min-5b2af32882155bb7c3578b1f5e07289c.isotope.pkgd.min.js	C:/My%20Web%20Sites/Furniture%20Collection/cdn-jabdl.nitrocdn.com/eouPtHQIIvNdxQebniYPbrcuWAorpzFr/assets/static/optimized/wp-content/themes/apar/js/nitro-min-5b2af32882155bb7c3578b1f5e07289c.isotope.pkgd.min.js	(from https://furniturecollection.us/)
20:00:54	12958/12958	---MCZ	200	added ('OK')	application/javascript	etag:W/%226465454f-3335%22	https://cdn-jabdl.nitrocdn.com/eouPtHQIIvNdxQebniYPbrcuWAorpzFr/assets/static/optimized/wp-content/themes/apar/js/nitro-min-3018a903fdc8e3973fb1a10c57bcaf51.autocomplete.min.js	C:/My%20Web%20Sites/Furniture%20Collection/cdn-jabdl.nitrocdn.com/eouPtHQIIvNdxQebniYPbrcuWAorpzFr/assets/static/optimized/wp-content/themes/apar/js/nitro-min-3018a903fdc8e3973fb1a10c57bcaf51.autocomplete.min.js	(from https://furniturecollection.us/)
20:00:54	2877/2877	---MCZ	200	added ('OK')	application/javascript	etag:W/%226465454f-bf4%22	https://cdn-jabdl.nitrocdn.com/eouPtHQIIvNdxQebniYPbrcuWAorpzFr/assets/static/optimized/wp-content/themes/apar/modules/woocommerce/ajax-product-tabs/js/nitro-min-11224e99712b6f3bc130cfb41cac4001.script.min.js	C:/My%20Web%20Sites/Furniture%20Collection/cdn-jabdl.nitrocdn.com/eouPtHQIIvNdxQebniYPbrcuWAorpzFr/assets/static/optimized/wp-content/themes/apar/modules/woocommerce/ajax-product-tabs/js/nitro-min-11224e99712b6f3bc130cfb41cac4001.script.min.1	(from https://furniturecollection.us/)
20:00:54	979/979	---MCZ	200	added ('OK')	application/javascript	etag:W/%226465454f-475%22	https://cdn-jabdl.nitrocdn.com/eouPtHQIIvNdxQebniYPbrcuWAorpzFr/assets/static/optimized/wp-content/themes/apar/js/nitro-min-3c023b475c243ee18910f557311ea5c7.disable-auto-zoom-on-mobile.js	C:/My%20Web%20Sites/Furniture%20Collection/cdn-jabdl.nitrocdn.com/eouPtHQIIvNdxQebniYPbrcuWAorpzFr/assets/static/optimized/wp-content/themes/apar/js/nitro-min-3c023b475c243ee18910f557311ea5c7.disable-auto-zoom-on-mobile.js	(from https://furniturecollection.us/)
20:00:54	20932/20932	---MCZ	200	added ('OK')	application/javascript	etag:W/%226465454f-5251%22	https://cdn-jabdl.nitrocdn.com/eouPtHQIIvNdxQebniYPbrcuWAorpzFr/assets/static/optimized/wp-content/themes/apar/js/nitro-min-9e2585bab81602601d7821dad501c794.custom.js	C:/My%20Web%20Sites/Furniture%20Collection/cdn-jabdl.nitrocdn.com/eouPtHQIIvNdxQebniYPbrcuWAorpzFr/assets/static/optimized/wp-content/themes/apar/js/nitro-min-9e2585bab81602601d7821dad501c794.custom.js	(from https://furniturecollection.us/)
20:00:54	4958/4958	---MCZ	200	added ('OK')	application/javascript	etag:W/%226465454f-1408%22	https://cdn-jabdl.nitrocdn.com/eouPtHQIIvNdxQebniYPbrcuWAorpzFr/assets/static/optimized/wp-content/plugins/elementor/assets/js/nitro-min-95f89c789854637dec5baee0b519a2bc.webpack.runtime.min.js	C:/My%20Web%20Sites/Furniture%20Collection/cdn-jabdl.nitrocdn.com/eouPtHQIIvNdxQebniYPbrcuWAorpzFr/assets/static/optimized/wp-content/plugins/elementor/assets/js/nitro-min-95f89c789854637dec5baee0b519a2bc.webpack.runtime.min.js	(from https://furniturecollection.us/)
